rtt,thput,total_time,payload_size
0.032400,2528395.061728,84000,81920
0.032400,2528395.061728,52000,81920
0.064000,1280000.000000,64000,81920
0.042400,1932075.471698,52000,81920
0.020000,4096000.000000,24000,81920
0.055200,1484057.971014,72000,81920
0.051200,1600000.000000,68000,81920
0.078400,1044897.959184,80000,81920
0.078800,1039593.908629,92000,81920
0.110400,742028.985507,124000,81920
0.048400,1692561.983471,60000,81920
0.076000,1077894.736842,124000,81920
0.131600,622492.401216,132000,81920
0.130400,628220.858896,132000,81920
0.100800,812698.412698,132000,81920
0.166800,491127.098321,184000,81920
0.158000,518481.012658,176000,81920
0.157600,519796.954315,176000,81920
0.163200,501960.784314,192000,81920
0.158000,518481.012658,176000,81920
0.260000,315076.923077,272000,81920
0.157200,521119.592875,244000,81920
0.148000,553513.513514,160000,81920
0.157200,521119.592875,192000,81920
0.172400,475174.013921,188000,81920
0.196000,417959.183673,196000,81920
0.186400,439484.978541,192000,81920
0.179200,457142.857143,196000,81920
0.166000,493493.975904,184000,81920
0.142000,576901.408451,152000,81920
0.140800,581818.181818,152000,81920
0.133600,613173.652695,144000,81920
0.132000,620606.060606,140000,81920
0.125200,654313.099042,132000,81920
0.121600,673684.210526,124000,81920
0.124400,658520.900322,132000,81920
0.098400,832520.325203,104000,81920
0.098000,835918.367347,100000,81920
0.213200,384240.150094,264000,81920
0.236000,347118.644068,236000,81920
0.045200,1812389.380531,56000,81920
0.030000,2730666.666667,44000,81920
0.024800,3303225.806452,76000,81920
0.081600,1003921.568627,152000,81920
0.106800,767041.198502,196000,81920
0.144000,568888.888889,216000,81920
0.174800,468649.885584,232000,81920
0.170800,479625.292740,228000,81920
0.192000,426666.666667,224000,81920
0.204800,400000.000000,228000,81920
0.209200,391586.998088,228000,81920
0.206800,396131.528046,220000,81920
0.207200,395366.795367,224000,81920
0.209600,390839.694656,220000,81920
0.200800,407968.127490,212000,81920
0.198000,413737.373737,208000,81920
0.192000,426666.666667,204000,81920
0.190800,429350.104822,204000,81920
0.189200,432980.972516,200000,81920
0.192000,426666.666667,204000,81920
0.192000,426666.666667,204000,81920
0.193600,423140.495868,204000,81920
0.285600,286834.733894,296000,81920
0.281200,291322.901849,288000,81920
0.179600,456124.721604,188000,81920
0.178000,460224.719101,184000,81920
0.169600,483018.867925,176000,81920
0.163200,501960.784314,172000,81920
0.163200,501960.784314,176000,81920
0.162000,505679.012346,172000,81920
0.160000,512000.000000,168000,81920
0.168000,487619.047619,180000,81920
0.158000,518481.012658,168000,81920
0.153200,534725.848564,160000,81920
0.151600,540369.393140,160000,81920
0.147600,555013.550136,156000,81920
0.146400,559562.841530,152000,81920
0.143600,570473.537604,148000,81920
0.121200,675907.590759,124000,81920
0.116000,706206.896552,116000,81920
0.021600,3792592.592593,28000,81920
0.061200,1338562.091503,88000,81920
0.032800,2497560.975610,72000,81920
0.030800,2659740.259740,40000,81920
0.042400,1932075.471698,60000,81920
0.017200,4762790.697674,24000,81920
0.016800,4876190.476190,20000,81920
0.016000,5120000.000000,60000,81920
0.024800,3303225.806452,40000,81920
0.083200,984615.384615,220000,81920
0.124000,660645.161290,244000,81920
0.168000,487619.047619,252000,81920
0.210400,389353.612167,248000,81920
0.234400,349488.054608,252000,81920
0.240400,340765.391015,260000,81920
0.236000,347118.644068,260000,81920
0.182800,448140.043764,292000,81920
0.262000,312671.755725,272000,81920
0.239600,341903.171953,256000,81920
0.241600,339072.847682,264000,81920
0.243200,336842.105263,260000,81920
0.245200,334094.616639,264000,81920
0.258400,317027.863777,276000,81920
0.237600,344781.144781,252000,81920
0.232800,351890.034364,248000,81920
0.232000,353103.448276,244000,81920
0.231600,353713.298791,244000,81920
0.230800,354939.341421,244000,81920
0.230400,355555.555556,244000,81920
0.229200,357417.102967,244000,81920
0.228800,358041.958042,240000,81920
0.207200,395366.795367,220000,81920
0.210400,389353.612167,224000,81920
0.201600,406349.206349,216000,81920
0.204000,401568.627451,216000,81920
0.199600,410420.841683,208000,81920
0.194000,422268.041237,204000,81920
0.191200,428451.882845,200000,81920
0.190800,429350.104822,196000,81920
0.176800,463348.416290,184000,81920
0.057600,1422222.222222,152000,81920
0.107200,764179.104478,180000,81920
0.148800,550537.634409,220000,81920
0.174800,468649.885584,260000,81920
0.187600,436673.773987,276000,81920
0.204800,400000.000000,288000,81920
0.210800,388614.800759,280000,81920
0.221200,370343.580470,232000,81920
0.220800,371014.492754,232000,81920
0.230800,354939.341421,236000,81920
0.225600,363120.567376,236000,81920
0.219200,373722.627737,228000,81920
0.230800,354939.341421,256000,81920
0.228400,358669.001751,252000,81920
0.222000,369009.009009,232000,81920
0.214400,382089.552239,224000,81920
0.216000,379259.259259,224000,81920
0.214000,382803.738318,224000,81920
0.200800,407968.127490,212000,81920
0.200400,408782.435130,212000,81920
0.198800,412072.434608,212000,81920
0.201200,407157.057654,212000,81920
0.203200,403149.606299,216000,81920
0.204800,400000.000000,220000,81920
0.191600,427557.411273,208000,81920
0.192800,424896.265560,208000,81920
0.198000,413737.373737,216000,81920
0.196400,417107.942974,212000,81920
0.200000,409600.000000,216000,81920
0.203600,402357.563851,216000,81920
0.195200,419672.131148,208000,81920
0.198400,412903.225806,212000,81920
0.194800,420533.880903,208000,81920
0.194000,422268.041237,208000,81920
0.193200,424016.563147,204000,81920
0.192000,426666.666667,204000,81920
0.194800,420533.880903,204000,81920
0.190000,431157.894737,200000,81920
0.188400,434819.532909,196000,81920
0.178800,458165.548098,184000,81920
0.032000,2560000.000000,76000,81920
0.028000,2925714.285714,64000,81920
0.014800,5535135.135135,16000,81920
0.055600,1473381.294964,76000,81920
0.057600,1422222.222222,116000,81920
0.065200,1256441.717791,92000,81920
0.096000,853333.333333,96000,81920
0.091200,898245.614035,156000,81920
0.097600,839344.262295,168000,81920
0.144400,567313.019391,180000,81920
0.172800,474074.074074,192000,81920
0.175600,466514.806378,220000,81920
0.178400,459192.825112,200000,81920
0.181200,452097.130243,200000,81920
0.178400,459192.825112,196000,81920
0.181200,452097.130243,196000,81920
0.177200,462302.483070,192000,81920
0.178400,459192.825112,196000,81920
0.182000,450109.890110,196000,81920
0.181600,451101.321586,196000,81920
0.181200,452097.130243,196000,81920
0.180800,453097.345133,196000,81920
0.174000,470804.597701,188000,81920
0.171200,478504.672897,188000,81920
0.179600,456124.721604,196000,81920
0.177200,462302.483070,192000,81920
0.170800,479625.292740,184000,81920
0.166800,491127.098321,180000,81920
0.161600,506930.693069,172000,81920
0.154000,531948.051948,164000,81920
0.150000,546133.333333,160000,81920
0.148000,553513.513514,156000,81920
0.150800,543236.074271,160000,81920
0.142400,575280.898876,152000,81920
0.138000,593623.188406,144000,81920
0.134000,611343.283582,140000,81920
0.135200,605917.159763,140000,81920
0.125600,652229.299363,128000,81920
0.099600,822489.959839,100000,81920
0.048000,1706666.666667,52000,81920
